quarter_code,quarter,year,quarter_number,state_code,state,region,income_real_brl,source_table,source_variable
202504,4º trimestre 2025,2025,4,23,Ceará,Nordeste,2469.0,6472,5933
202504,4º trimestre 2025,2025,4,24,Rio Grande do Norte,Nordeste,2881.0,6472,5933
202504,4º trimestre 2025,2025,4,25,Paraíba,Nordeste,2702.0,6472,5933
202504,4º trimestre 2025,2025,4,26,Pernambuco,Nordeste,2768.0,6472,5933
202504,4º trimestre 2025,2025,4,27,Alagoas,Nordeste,2595.0,6472,5933
202504,4º trimestre 2025,2025,4,28,Sergipe,Nordeste,2914.0,6472,5933
202504,4º trimestre 2025,2025,4,29,Bahia,Nordeste,2394.0,6472,5933
202504,4º trimestre 2025,2025,4,31,Minas Gerais,Sudeste,3406.0,6472,5933
202504,4º trimestre 2025,2025,4,32,Espírito Santo,Sudeste,3554.0,6472,5933
202504,4º trimestre 2025,2025,4,33,Rio de Janeiro,Sudeste,4243.0,6472,5933
202504,4º trimestre 2025,2025,4,35,São Paulo,Sudeste,4387.0,6472,5933
202504,4º trimestre 2025,2025,4,41,Paraná,Sul,4165.0,6472,5933
202504,4º trimestre 2025,2025,4,42,Santa Catarina,Sul,4240.0,6472,5933
202504,4º trimestre 2025,2025,4,43,Rio Grande do Sul,Sul,4017.0,6472,5933
202504,4º trimestre 2025,2025,4,50,Mato Grosso do Sul,Centro-Oeste,3733.0,6472,5933
202504,4º trimestre 2025,2025,4,51,Mato Grosso,Centro-Oeste,3942.0,6472,5933
202504,4º trimestre 2025,2025,4,52,Goiás,Centro-Oeste,3715.0,6472,5933
202504,4º trimestre 2025,2025,4,53,Distrito Federal,Centro-Oeste,6304.0,6472,5933
202601,1º trimestre 2026,2026,1,11,Rondônia,Norte,3484.0,6472,5933
202601,1º trimestre 2026,2026,1,12,Acre,Norte,2852.0,6472,5933
202601,1º trimestre 2026,2026,1,13,Amazonas,Norte,2770.0,6472,5933
202601,1º trimestre 2026,2026,1,14,Roraima,Norte,3532.0,6472,5933
202601,1º trimestre 2026,2026,1,15,Pará,Norte,2528.0,6472,5933
202601,1º trimestre 2026,2026,1,16,Amapá,Norte,3412.0,6472,5933
202601,1º trimestre 2026,2026,1,17,Tocantins,Norte,3331.0,6472,5933
202601,1º trimestre 2026,2026,1,21,Maranhão,Nordeste,2240.0,6472,5933
202601,1º trimestre 2026,2026,1,22,Piauí,Nordeste,2628.0,6472,5933
202601,1º trimestre 2026,2026,1,23,Ceará,Nordeste,2597.0,6472,5933
202601,1º trimestre 2026,2026,1,24,Rio Grande do Norte,Nordeste,2953.0,6472,5933
202601,1º trimestre 2026,2026,1,25,Paraíba,Nordeste,2806.0,6472,5933
202601,1º trimestre 2026,2026,1,26,Pernambuco,Nordeste,2830.0,6472,5933
202601,1º trimestre 2026,2026,1,27,Alagoas,Nordeste,2536.0,6472,5933
202601,1º trimestre 2026,2026,1,28,Sergipe,Nordeste,3031.0,6472,5933
202601,1º trimestre 2026,2026,1,29,Bahia,Nordeste,2483.0,6472,5933
202601,1º trimestre 2026,2026,1,31,Minas Gerais,Sudeste,3448.0,6472,5933
202601,1º trimestre 2026,2026,1,32,Espírito Santo,Sudeste,3708.0,6472,5933
202601,1º trimestre 2026,2026,1,33,Rio de Janeiro,Sudeste,4352.0,6472,5933
202601,1º trimestre 2026,2026,1,35,São Paulo,Sudeste,4378.0,6472,5933
202601,1º trimestre 2026,2026,1,41,Paraná,Sul,4180.0,6472,5933
202601,1º trimestre 2026,2026,1,42,Santa Catarina,Sul,4298.0,6472,5933
202601,1º trimestre 2026,2026,1,43,Rio Grande do Sul,Sul,4127.0,6472,5933
202601,1º trimestre 2026,2026,1,50,Mato Grosso do Sul,Centro-Oeste,3768.0,6472,5933
202601,1º trimestre 2026,2026,1,51,Mato Grosso,Centro-Oeste,3940.0,6472,5933
202601,1º trimestre 2026,2026,1,52,Goiás,Centro-Oeste,3878.0,6472,5933
202601,1º trimestre 2026,2026,1,53,Distrito Federal,Centro-Oeste,6720.0,6472,5933
